0 people 59:87 2:51 13:44 39:35 56:31 25:30 0:19 27:10 6:10 20:8 11:8 53:5
1 disgusted 45:1
2 money 44:46 10:9 50:6 15:1
3 corrupted 1:1
4 political_process 44:10
5 intimidating 7:1
6 incumbents 24:1
7 empowering 38:1
8 wall_street 48:48 44:14
9 every_day 38:5 45:1
10 turnstile 24:1
11 government 16:36 0:22 1:18 7:13 4:1
12 power 52:22 34:9
13 financial_sector 44:3
14 parties 20:4 36:2
15 leader 1:20 45:6 58:1 33:1
16 understands 2:3 37:2
17 system 44:14 59:12 6:6 4:5 39:4
18 works 44:11 14:4
19 coopted 1:1
20 proven 2:5
21 record 48:14 29:12 49:7 45:7 38:7
22 accomplishing 52:1
23 things 13:30 45:15 15:12 8:12 2:7 27:4
24 working 21:8 36:7 2:6 27:5
25 political 24:20 20:8 17:8 37:2 46:1
26 aisle 53:3
27 spent 44:10 56:7
28 half 2:9 10:8
29 professional 26:1 52:1
30 life 24:22 5:12 44:4 12:1
31 politics 5:9 24:6 51:3 18:2
32 independent 30:10
33 world 37:23 23:22 34:18 19:10 44:9 14:4 9:2
34 author 17:2 38:1
35 journalist 20:1
36 sole 44:1
37 proprietor 2:1
38 service 38:9 37:6
39 fought 1:18 32:1
40 bled 24:1
41 country 37:45 0:37 24:36 35:23 10:23 22:21 59:15 40:11 39:8 43:2
42 vietnam 24:10 12:1 47:1
43 marine 24:11
44 years 45:13 2:13 36:12 38:9
45 assistant 24:1
46 secretary 59:23 51:12 57:11
47 defense_secretary 9:2 1:2
48 navy 58:3 24:3
49 reagan 57:9 2:2 54:1
50 administration 36:6 23:6 14:5 1:4 33:1 29:1
51 senate 49:21 30:5 59:4 24:2 22:2 55:1
52 spoke 48:5 24:4
53 economic 24:8 23:5 40:3 57:1 58:1
54 fairness 44:2 38:1
55 social 24:3 59:2
56 justice 24:3 26:1 20:1
57 day_one 1:10 3:4
58 wrote 8:11
59 passed 53:11 37:4 16:3 38:2 7:1
60 piece 44:9 53:2
61 veterans 38:47
62 education 2:15 1:2
63 legislation 49:9 53:6 39:6 21:2 27:1
64 history 37:19 24:7
65 post 45:3
66 bill 46:16 38:12 22:6 7:4 4:3
67 brought 47:13 10:7 15:4
68 criminal_justice 45:12 24:4
69 reform 46:21 45:8 24:6
70 shadows 14:2 0:2
71 national 24:12 58:5 55:4
72 discussion 18:5 17:5 29:3 35:2 26:1
73 led 32:3 51:2 53:1 25:1
74 called 41:17 1:17 25:15 55:1
75 strategic 34:4 48:2 20:1
76 pivot 24:1
77 asia 24:2 19:1
78 two_years 38:2 49:1 55:1
79 president_obama 26:16 19:11 55:10 53:5 17:5 42:4 32:2
80 elected 30:11 37:2 2:2
81 loyalties 1:1
82 mother 36:4 53:3 39:1
83 grew 44:4
84 poverty 24:3 52:1
85 east 2:1 18:1
86 arkansas 47:1
87 chopping 8:3
88 cotton 24:1
89 picking 45:2 1:2
90 strawberries 24:1
91 siblings 47:1
92 died 38:5 25:3 20:3
93 childhood 24:4
94 wife 24:10
95 hong 20:1
96 refugee 24:4 46:1
97 war 9:18 19:15 24:9 44:2 16:1
98 torn 24:1
99 learned 43:5 32:4 20:4 21:3 6:1 23:1
100 english 24:3
101 language 1:5
102 spoken 14:1 37:1
103 home 20:18 47:7 22:6 13:6 23:4
104 earned 26:6
105 cornell 24:2
